location	variant	date	sequences
USA	XBB.1.9.1	2023-12-07	11
United Kingdom	XBB.1.9.1	2023-12-07	1
Canada	XBB.1.9.1	2023-12-08	9
France	XBB.1.9.1	2023-12-08	2
USA	XBB.1.9.1	2023-12-08	11
United Kingdom	XBB.1.9.1	2023-12-08	2
Australia	XBB.1.9.1	2023-12-09	2
Canada	XBB.1.9.1	2023-12-09	7
France	XBB.1.9.1	2023-12-09	3
USA	XBB.1.9.1	2023-12-09	12
United Kingdom	XBB.1.9.1	2023-12-09	3
Canada	XBB.1.9.1	2023-12-10	2
Chile	XBB.1.9.1	2023-12-10	1
China	XBB.1.9.1	2023-12-10	1
France	XBB.1.9.1	2023-12-10	2
USA	XBB.1.9.1	2023-12-10	6
United Kingdom	XBB.1.9.1	2023-12-10	2
Canada	XBB.1.9.1	2023-12-11	6
France	XBB.1.9.1	2023-12-11	11
Germany	XBB.1.9.1	2023-12-11	1
Japan	XBB.1.9.1	2023-12-11	1
South Korea	XBB.1.9.1	2023-12-11	3
Spain	XBB.1.9.1	2023-12-11	2
USA	XBB.1.9.1	2023-12-11	16
Australia	XBB.1.9.1	2023-12-12	1
Canada	XBB.1.9.1	2023-12-12	4
France	XBB.1.9.1	2023-12-12	1
Germany	XBB.1.9.1	2023-12-12	2
South Korea	XBB.1.9.1	2023-12-12	1
Spain	XBB.1.9.1	2023-12-12	2
USA	XBB.1.9.1	2023-12-12	8
Australia	XBB.1.9.1	2023-12-13	2
Canada	XBB.1.9.1	2023-12-13	8
France	XBB.1.9.1	2023-12-13	4
Japan	XBB.1.9.1	2023-12-13	1
USA	XBB.1.9.1	2023-12-13	5
United Kingdom	XBB.1.9.1	2023-12-13	2
Australia	XBB.1.9.1	2023-12-14	3
Canada	XBB.1.9.1	2023-12-14	5
France	XBB.1.9.1	2023-12-14	1
South Korea	XBB.1.9.1	2023-12-14	1
USA	XBB.1.9.1	2023-12-14	7
United Kingdom	XBB.1.9.1	2023-12-14	6
Australia	XBB.1.9.1	2023-12-15	1
Canada	XBB.1.9.1	2023-12-15	5
France	XBB.1.9.1	2023-12-15	1
Japan	XBB.1.9.1	2023-12-15	1
Spain	XBB.1.9.1	2023-12-15	2
USA	XBB.1.9.1	2023-12-15	7
Australia	XBB.1.9.1	2023-12-16	2
Canada	XBB.1.9.1	2023-12-16	2
USA	XBB.1.9.1	2023-12-16	2
United Kingdom	XBB.1.9.1	2023-12-16	1
Canada	XBB.1.9.1	2023-12-17	2
China	XBB.1.9.1	2023-12-17	1
France	XBB.1.9.1	2023-12-17	3
Spain	XBB.1.9.1	2023-12-17	2
USA	XBB.1.9.1	2023-12-17	10
United Kingdom	XBB.1.9.1	2023-12-17	2
Canada	XBB.1.9.1	2023-12-18	8
France	XBB.1.9.1	2023-12-18	8
Germany	XBB.1.9.1	2023-12-18	1
Japan	XBB.1.9.1	2023-12-18	1
USA	XBB.1.9.1	2023-12-18	10
United Kingdom	XBB.1.9.1	2023-12-18	3
Australia	XBB.1.9.1	2023-12-19	1
Canada	XBB.1.9.1	2023-12-19	11
Chile	XBB.1.9.1	2023-12-19	1
Japan	XBB.1.9.1	2023-12-19	1
USA	XBB.1.9.1	2023-12-19	6
United Kingdom	XBB.1.9.1	2023-12-19	1
Australia	XBB.1.9.1	2023-12-20	1
Canada	XBB.1.9.1	2023-12-20	4
Germany	XBB.1.9.1	2023-12-20	1
Japan	XBB.1.9.1	2023-12-20	1
Spain	XBB.1.9.1	2023-12-20	1
USA	XBB.1.9.1	2023-12-20	11
Canada	XBB.1.9.1	2023-12-21	4
Japan	XBB.1.9.1	2023-12-21	1
USA	XBB.1.9.1	2023-12-21	8
United Kingdom	XBB.1.9.1	2023-12-21	1
Canada	XBB.1.9.1	2023-12-22	2
Japan	XBB.1.9.1	2023-12-22	2
Spain	XBB.1.9.1	2023-12-22	1
USA	XBB.1.9.1	2023-12-22	4
Canada	XBB.1.9.1	2023-12-23	3
Japan	XBB.1.9.1	2023-12-23	1
South Korea	XBB.1.9.1	2023-12-23	1
USA	XBB.1.9.1	2023-12-23	11
Canada	XBB.1.9.1	2023-12-24	3
USA	XBB.1.9.1	2023-12-24	5
United Kingdom	XBB.1.9.1	2023-12-24	1
Australia	XBB.1.9.1	2023-12-25	1
Canada	XBB.1.9.1	2023-12-25	4
USA	XBB.1.9.1	2023-12-25	2
Australia	XBB.1.9.1	2023-12-26	1
Canada	XBB.1.9.1	2023-12-26	18
France	XBB.1.9.1	2023-12-26	2
Spain	XBB.1.9.1	2023-12-26	1
USA	XBB.1.9.1	2023-12-26	7
United Kingdom	XBB.1.9.1	2023-12-26	1
Australia	XBB.1.9.1	2023-12-27	1
Canada	XBB.1.9.1	2023-12-27	17
Israel	XBB.1.9.1	2023-12-27	1
Spain	XBB.1.9.1	2023-12-27	2
USA	XBB.1.9.1	2023-12-27	10
Australia	XBB.1.9.1	2023-12-28	1
Canada	XBB.1.9.1	2023-12-28	5
South Korea	XBB.1.9.1	2023-12-28	1
Spain	XBB.1.9.1	2023-12-28	1
USA	XBB.1.9.1	2023-12-28	6
United Kingdom	XBB.1.9.1	2023-12-28	1
Australia	XBB.1.9.1	2023-12-29	1
Canada	XBB.1.9.1	2023-12-29	2
China	XBB.1.9.1	2023-12-29	1
Germany	XBB.1.9.1	2023-12-29	1
USA	XBB.1.9.1	2023-12-29	6
United Kingdom	XBB.1.9.1	2023-12-29	1
Australia	XBB.1.9.1	2023-12-30	1
Canada	XBB.1.9.1	2023-12-30	1
USA	XBB.1.9.1	2023-12-30	3
Australia	XBB.1.9.1	2023-12-31	1
Japan	XBB.1.9.1	2023-12-31	1
Spain	XBB.1.9.1	2023-12-31	1
USA	XBB.1.9.1	2023-12-31	3
United Kingdom	XBB.1.9.1	2023-12-31	1
Canada	XBB.1.9.1	2024-01-01	3
USA	XBB.1.9.1	2024-01-01	4
Canada	XBB.1.9.1	2024-01-02	1
France	XBB.1.9.1	2024-01-02	1
USA	XBB.1.9.1	2024-01-02	8
Australia	XBB.1.9.1	2024-01-03	2
Canada	XBB.1.9.1	2024-01-03	6
USA	XBB.1.9.1	2024-01-03	7
Australia	XBB.1.9.1	2024-01-04	1
Japan	XBB.1.9.1	2024-01-04	1
USA	XBB.1.9.1	2024-01-04	4
Canada	XBB.1.9.1	2024-01-05	3
Japan	XBB.1.9.1	2024-01-05	1
USA	XBB.1.9.1	2024-01-05	5
Australia	XBB.1.9.1	2024-01-06	1
Canada	XBB.1.9.1	2024-01-06	3
Japan	XBB.1.9.1	2024-01-06	1
USA	XBB.1.9.1	2024-01-06	7
Canada	XBB.1.9.1	2024-01-07	2
USA	XBB.1.9.1	2024-01-07	2
United Kingdom	XBB.1.9.1	2024-01-07	2
Canada	XBB.1.9.1	2024-01-08	9
France	XBB.1.9.1	2024-01-08	1
Germany	XBB.1.9.1	2024-01-08	1
USA	XBB.1.9.1	2024-01-08	10
Australia	XBB.1.9.1	2024-01-09	1
Canada	XBB.1.9.1	2024-01-09	1
Japan	XBB.1.9.1	2024-01-09	2
USA	XBB.1.9.1	2024-01-09	3
Australia	XBB.1.9.1	2024-01-10	1
Canada	XBB.1.9.1	2024-01-10	1
Germany	XBB.1.9.1	2024-01-10	1
Spain	XBB.1.9.1	2024-01-10	1
USA	XBB.1.9.1	2024-01-10	4
Australia	XBB.1.9.1	2024-01-11	2
USA	XBB.1.9.1	2024-01-11	1
Australia	XBB.1.9.1	2024-01-12	1
Canada	XBB.1.9.1	2024-01-12	2
Japan	XBB.1.9.1	2024-01-12	1
USA	XBB.1.9.1	2024-01-12	3
Canada	XBB.1.9.1	2024-01-13	1
Australia	XBB.1.9.1	2024-01-14	1
USA	XBB.1.9.1	2024-01-14	1
France	XBB.1.9.1	2024-01-15	1
Japan	XBB.1.9.1	2024-01-15	1
USA	XBB.1.9.1	2024-01-15	4
Japan	XBB.1.9.1	2024-01-16	1
USA	XBB.1.9.1	2024-01-16	5
Australia	XBB.1.9.1	2024-01-17	1
Germany	XBB.1.9.1	2024-01-17	1
Mexico	XBB.1.9.1	2024-01-17	1
USA	XBB.1.9.1	2024-01-17	2
Japan	XBB.1.9.1	2024-01-18	2
USA	XBB.1.9.1	2024-01-18	2
USA	XBB.1.9.1	2024-01-19	2
USA	XBB.1.9.1	2024-01-20	2
Japan	XBB.1.9.1	2024-01-21	1
USA	XBB.1.9.1	2024-01-21	1
Canada	XBB.1.9.1	2024-01-22	1
USA	XBB.1.9.1	2024-01-22	1
United Kingdom	XBB.1.9.1	2024-01-23	1
Australia	XBB.1.9.1	2024-01-24	1
Japan	XBB.1.9.1	2024-01-24	2
USA	XBB.1.9.1	2024-01-24	3
Japan	XBB.1.9.1	2024-01-25	1
Spain	XBB.1.9.1	2024-01-25	1
USA	XBB.1.9.1	2024-01-25	2
Japan	XBB.1.9.1	2024-01-26	1
Australia	XBB.1.9.1	2024-01-27	1
USA	XBB.1.9.1	2024-01-27	1
Australia	XBB.1.9.1	2024-01-28	1
Australia	XBB.1.9.1	2024-01-29	2
Japan	XBB.1.9.1	2024-01-29	1
USA	XBB.1.9.1	2024-01-29	1
Canada	XBB.1.9.1	2024-01-30	3
Mexico	XBB.1.9.1	2024-01-30	1
Japan	XBB.1.9.1	2024-01-31	1
USA	XBB.1.9.1	2024-01-31	1
Australia	XBB.1.9.1	2024-02-01	1
USA	XBB.1.9.1	2024-02-01	2
Japan	XBB.1.9.1	2024-02-06	1
Mexico	XBB.1.9.1	2024-02-07	2
USA	XBB.1.9.1	2024-02-07	1
Canada	XBB.1.9.1	2024-02-08	1
Mexico	XBB.1.9.1	2024-02-15	1
Canada	XBB.1.9.1	2024-02-22	1
USA	XBB.1.9.1	2024-02-22	1
France	XBB.1.9.2	2023-03-03	1
Germany	XBB.1.9.2	2023-03-03	8
Israel	XBB.1.9.2	2023-03-03	2
Japan	XBB.1.9.2	2023-03-03	2
Spain	XBB.1.9.2	2023-03-03	2
USA	XBB.1.9.2	2023-03-03	4
United Kingdom	XBB.1.9.2	2023-03-03	7
Canada	XBB.1.9.2	2023-03-04	1
France	XBB.1.9.2	2023-03-04	1
Germany	XBB.1.9.2	2023-03-04	1
Israel	XBB.1.9.2	2023-03-04	4
Japan	XBB.1.9.2	2023-03-04	1
South Korea	XBB.1.9.2	2023-03-04	3
Spain	XBB.1.9.2	2023-03-04	2
USA	XBB.1.9.2	2023-03-04	2
United Kingdom	XBB.1.9.2	2023-03-04	5
Australia	XBB.1.9.2	2023-03-05	4
China	XBB.1.9.2	2023-03-05	1
France	XBB.1.9.2	2023-03-05	2
Germany	XBB.1.9.2	2023-03-05	2
Israel	XBB.1.9.2	2023-03-05	10
Spain	XBB.1.9.2	2023-03-05	1
USA	XBB.1.9.2	2023-03-05	5
United Kingdom	XBB.1.9.2	2023-03-05	6
Australia	XBB.1.9.2	2023-03-06	1
Canada	XBB.1.9.2	2023-03-06	1
France	XBB.1.9.2	2023-03-06	37
Germany	XBB.1.9.2	2023-03-06	2
Israel	XBB.1.9.2	2023-03-06	13
Japan	XBB.1.9.2	2023-03-06	1
South Korea	XBB.1.9.2	2023-03-06	1
Spain	XBB.1.9.2	2023-03-06	1
USA	XBB.1.9.2	2023-03-06	7
United Kingdom	XBB.1.9.2	2023-03-06	8
Australia	XBB.1.9.2	2023-03-07	1
Canada	XBB.1.9.2	2023-03-07	1
France	XBB.1.9.2	2023-03-07	3
Germany	XBB.1.9.2	2023-03-07	5
Israel	XBB.1.9.2	2023-03-07	6
Japan	XBB.1.9.2	2023-03-07	3
Spain	XBB.1.9.2	2023-03-07	7
USA	XBB.1.9.2	2023-03-07	9
United Kingdom	XBB.1.9.2	2023-03-07	7
Australia	XBB.1.9.2	2023-03-08	3
France	XBB.1.9.2	2023-03-08	3
Germany	XBB.1.9.2	2023-03-08	5
Israel	XBB.1.9.2	2023-03-08	11
Japan	XBB.1.9.2	2023-03-08	1
South Korea	XBB.1.9.2	2023-03-08	3
Spain	XBB.1.9.2	2023-03-08	3
USA	XBB.1.9.2	2023-03-08	2
United Kingdom	XBB.1.9.2	2023-03-08	7
Australia	XBB.1.9.2	2023-03-09	3
France	XBB.1.9.2	2023-03-09	1
Germany	XBB.1.9.2	2023-03-09	2
Israel	XBB.1.9.2	2023-03-09	10
South Korea	XBB.1.9.2	2023-03-09	2
Spain	XBB.1.9.2	2023-03-09	7
USA	XBB.1.9.2	2023-03-09	5
United Kingdom	XBB.1.9.2	2023-03-09	8
Australia	XBB.1.9.2	2023-03-10	2
Canada	XBB.1.9.2	2023-03-10	1
Germany	XBB.1.9.2	2023-03-10	3
Israel	XBB.1.9.2	2023-03-10	4
Japan	XBB.1.9.2	2023-03-10	3
Spain	XBB.1.9.2	2023-03-10	6
USA	XBB.1.9.2	2023-03-10	8
United Kingdom	XBB.1.9.2	2023-03-10	22
Australia	XBB.1.9.2	2023-03-11	1
France	XBB.1.9.2	2023-03-11	3
Germany	XBB.1.9.2	2023-03-11	2
Israel	XBB.1.9.2	2023-03-11	1
Japan	XBB.1.9.2	2023-03-11	1
South Korea	XBB.1.9.2	2023-03-11	1
Spain	XBB.1.9.2	2023-03-11	1
USA	XBB.1.9.2	2023-03-11	3
United Kingdom	XBB.1.9.2	2023-03-11	8
Australia	XBB.1.9.2	2023-03-12	2
Canada	XBB.1.9.2	2023-03-12	1
France	XBB.1.9.2	2023-03-12	4
Japan	XBB.1.9.2	2023-03-12	2
Spain	XBB.1.9.2	2023-03-12	1
USA	XBB.1.9.2	2023-03-12	3
United Kingdom	XBB.1.9.2	2023-03-12	2
Australia	XBB.1.9.2	2023-03-13	3
France	XBB.1.9.2	2023-03-13	54
Germany	XBB.1.9.2	2023-03-13	12
Israel	XBB.1.9.2	2023-03-13	1
Japan	XBB.1.9.2	2023-03-13	4
South Korea	XBB.1.9.2	2023-03-13	1
Spain	XBB.1.9.2	2023-03-13	14
USA	XBB.1.9.2	2023-03-13	3
United Kingdom	XBB.1.9.2	2023-03-13	13
Australia	XBB.1.9.2	2023-03-14	2
Canada	XBB.1.9.2	2023-03-14	1
China	XBB.1.9.2	2023-03-14	1
Germany	XBB.1.9.2	2023-03-14	14
Israel	XBB.1.9.2	2023-03-14	1
Japan	XBB.1.9.2	2023-03-14	1
South Korea	XBB.1.9.2	2023-03-14	4
Spain	XBB.1.9.2	2023-03-14	6
USA	XBB.1.9.2	2023-03-14	18
United Kingdom	XBB.1.9.2	2023-03-14	11
Australia	XBB.1.9.2	2023-03-15	5
Canada	XBB.1.9.2	2023-03-15	1
France	XBB.1.9.2	2023-03-15	5
Germany	XBB.1.9.2	2023-03-15	11
Israel	XBB.1.9.2	2023-03-15	1
Japan	XBB.1.9.2	2023-03-15	1
South Korea	XBB.1.9.2	2023-03-15	9
Spain	XBB.1.9.2	2023-03-15	5
USA	XBB.1.9.2	2023-03-15	5
United Kingdom	XBB.1.9.2	2023-03-15	11
Australia	XBB.1.9.2	2023-03-16	7
China	XBB.1.9.2	2023-03-16	1
France	XBB.1.9.2	2023-03-16	3
Germany	XBB.1.9.2	2023-03-16	8
Israel	XBB.1.9.2	2023-03-16	6
Japan	XBB.1.9.2	2023-03-16	5
South Korea	XBB.1.9.2	2023-03-16	3
Spain	XBB.1.9.2	2023-03-16	1
USA	XBB.1.9.2	2023-03-16	7
United Kingdom	XBB.1.9.2	2023-03-16	12
Australia	XBB.1.9.2	2023-03-17	2
Canada	XBB.1.9.2	2023-03-17	4
China	XBB.1.9.2	2023-03-17	1
France	XBB.1.9.2	2023-03-17	3
Germany	XBB.1.9.2	2023-03-17	4
Israel	XBB.1.9.2	2023-03-17	4
Japan	XBB.1.9.2	2023-03-17	1
South Korea	XBB.1.9.2	2023-03-17	1
Spain	XBB.1.9.2	2023-03-17	2
USA	XBB.1.9.2	2023-03-17	16
United Kingdom	XBB.1.9.2	2023-03-17	27
Australia	XBB.1.9.2	2023-03-18	5
Canada	XBB.1.9.2	2023-03-18	1
France	XBB.1.9.2	2023-03-18	1
Germany	XBB.1.9.2	2023-03-18	2
Israel	XBB.1.9.2	2023-03-18	2
Japan	XBB.1.9.2	2023-03-18	3
South Korea	XBB.1.9.2	2023-03-18	1
Spain	XBB.1.9.2	2023-03-18	1
USA	XBB.1.9.2	2023-03-18	6
United Kingdom	XBB.1.9.2	2023-03-18	7
Australia	XBB.1.9.2	2023-03-19	1
Canada	XBB.1.9.2	2023-03-19	1
France	XBB.1.9.2	2023-03-19	2
Germany	XBB.1.9.2	2023-03-19	2
Israel	XBB.1.9.2	2023-03-19	3
Japan	XBB.1.9.2	2023-03-19	1
Spain	XBB.1.9.2	2023-03-19	3
USA	XBB.1.9.2	2023-03-19	4
United Kingdom	XBB.1.9.2	2023-03-19	9
Australia	XBB.1.9.2	2023-03-20	7
Canada	XBB.1.9.2	2023-03-20	1
China	XBB.1.9.2	2023-03-20	1
France	XBB.1.9.2	2023-03-20	51
Germany	XBB.1.9.2	2023-03-20	10
Israel	XBB.1.9.2	2023-03-20	5
Japan	XBB.1.9.2	2023-03-20	7
Spain	XBB.1.9.2	2023-03-20	4
USA	XBB.1.9.2	2023-03-20	12
United Kingdom	XBB.1.9.2	2023-03-20	8
Australia	XBB.1.9.2	2023-03-21	8
Canada	XBB.1.9.2	2023-03-21	5
France	XBB.1.9.2	2023-03-21	5
Germany	XBB.1.9.2	2023-03-21	4
Israel	XBB.1.9.2	2023-03-21	9
Japan	XBB.1.9.2	2023-03-21	4
South Korea	XBB.1.9.2	2023-03-21	4
Spain	XBB.1.9.2	2023-03-21	3
USA	XBB.1.9.2	2023-03-21	11
United Kingdom	XBB.1.9.2	2023-03-21	11
Australia	XBB.1.9.2	2023-03-22	4
Canada	XBB.1.9.2	2023-03-22	2
China	XBB.1.9.2	2023-03-22	1
Germany	XBB.1.9.2	2023-03-22	5
Israel	XBB.1.9.2	2023-03-22	12
Japan	XBB.1.9.2	2023-03-22	5
South Korea	XBB.1.9.2	2023-03-22	4
Spain	XBB.1.9.2	2023-03-22	3
USA	XBB.1.9.2	2023-03-22	10
United Kingdom	XBB.1.9.2	2023-03-22	12
Australia	XBB.1.9.2	2023-03-23	4
Canada	XBB.1.9.2	2023-03-23	1
France	XBB.1.9.2	2023-03-23	3
Germany	XBB.1.9.2	2023-03-23	5
Israel	XBB.1.9.2	2023-03-23	7
Japan	XBB.1.9.2	2023-03-23	7
South Korea	XBB.1.9.2	2023-03-23	7
Spain	XBB.1.9.2	2023-03-23	2
USA	XBB.1.9.2	2023-03-23	16
United Kingdom	XBB.1.9.2	2023-03-23	15
Australia	XBB.1.9.2	2023-03-24	3
Canada	XBB.1.9.2	2023-03-24	1
China	XBB.1.9.2	2023-03-24	5
France	XBB.1.9.2	2023-03-24	3
Germany	XBB.1.9.2	2023-03-24	5
Israel	XBB.1.9.2	2023-03-24	3
Japan	XBB.1.9.2	2023-03-24	7
Spain	XBB.1.9.2	2023-03-24	1
USA	XBB.1.9.2	2023-03-24	9
United Kingdom	XBB.1.9.2	2023-03-24	43
Australia	XBB.1.9.2	2023-03-25	6
Canada	XBB.1.9.2	2023-03-25	2
China	XBB.1.9.2	2023-03-25	2
France	XBB.1.9.2	2023-03-25	6
Germany	XBB.1.9.2	2023-03-25	3
Israel	XBB.1.9.2	2023-03-25	3
Japan	XBB.1.9.2	2023-03-25	1
South Korea	XBB.1.9.2	2023-03-25	4
Spain	XBB.1.9.2	2023-03-25	3
USA	XBB.1.9.2	2023-03-25	8
United Kingdom	XBB.1.9.2	2023-03-25	7
Australia	XBB.1.9.2	2023-03-26	2
Canada	XBB.1.9.2	2023-03-26	1
China	XBB.1.9.2	2023-03-26	1
France	XBB.1.9.2	2023-03-26	1
Germany	XBB.1.9.2	2023-03-26	1
Spain	XBB.1.9.2	2023-03-26	2
USA	XBB.1.9.2	2023-03-26	7
United Kingdom	XBB.1.9.2	2023-03-26	7
Australia	XBB.1.9.2	2023-03-27	11
Canada	XBB.1.9.2	2023-03-27	2
China	XBB.1.9.2	2023-03-27	2
France	XBB.1.9.2	2023-03-27	59
Germany	XBB.1.9.2	2023-03-27	8
Israel	XBB.1.9.2	2023-03-27	2
Japan	XBB.1.9.2	2023-03-27	4
South Korea	XBB.1.9.2	2023-03-27	4
Spain	XBB.1.9.2	2023-03-27	6
USA	XBB.1.9.2	2023-03-27	15
United Kingdom	XBB.1.9.2	2023-03-27	16
Australia	XBB.1.9.2	2023-03-28	6
France	XBB.1.9.2	2023-03-28	3
Germany	XBB.1.9.2	2023-03-28	14
Israel	XBB.1.9.2	2023-03-28	1
Japan	XBB.1.9.2	2023-03-28	8
South Korea	XBB.1.9.2	2023-03-28	8
Spain	XBB.1.9.2	2023-03-28	1
USA	XBB.1.9.2	2023-03-28	13
United Kingdom	XBB.1.9.2	2023-03-28	21
Australia	XBB.1.9.2	2023-03-29	11
China	XBB.1.9.2	2023-03-29	2
France	XBB.1.9.2	2023-03-29	5
Germany	XBB.1.9.2	2023-03-29	10
Israel	XBB.1.9.2	2023-03-29	8
Japan	XBB.1.9.2	2023-03-29	4
South Korea	XBB.1.9.2	2023-03-29	9
Spain	XBB.1.9.2	2023-03-29	4
USA	XBB.1.9.2	2023-03-29	16
United Kingdom	XBB.1.9.2	2023-03-29	8
Australia	XBB.1.9.2	2023-03-30	3
China	XBB.1.9.2	2023-03-30	4
France	XBB.1.9.2	2023-03-30	5
Germany	XBB.1.9.2	2023-03-30	11
Israel	XBB.1.9.2	2023-03-30	5
Japan	XBB.1.9.2	2023-03-30	7
South Korea	XBB.1.9.2	2023-03-30	4
Spain	XBB.1.9.2	2023-03-30	12
USA	XBB.1.9.2	2023-03-30	10
United Kingdom	XBB.1.9.2	2023-03-30	16
Australia	XBB.1.9.2	2023-03-31	7
Brazil	XBB.1.9.2	2023-03-31	1
Canada	XBB.1.9.2	2023-03-31	1
France	XBB.1.9.2	2023-03-31	6
Germany	XBB.1.9.2	2023-03-31	6
Israel	XBB.1.9.2	2023-03-31	3
Japan	XBB.1.9.2	2023-03-31	7
South Korea	XBB.1.9.2	2023-03-31	2
Spain	XBB.1.9.2	2023-03-31	2
USA	XBB.1.9.2	2023-03-31	10
United Kingdom	XBB.1.9.2	2023-03-31	7
Australia	XBB.1.9.2	2023-04-01	9
Canada	XBB.1.9.2	2023-04-01	2
China	XBB.1.9.2	2023-04-01	1
France	XBB.1.9.2	2023-04-01	3
Germany	XBB.1.9.2	2023-04-01	2
Israel	XBB.1.9.2	2023-04-01	3
Japan	XBB.1.9.2	2023-04-01	2
South Korea	XBB.1.9.2	2023-04-01	6
USA	XBB.1.9.2	2023-04-01	10
United Kingdom	XBB.1.9.2	2023-04-01	4
Australia	XBB.1.9.2	2023-04-02	2
Canada	XBB.1.9.2	2023-04-02	3
France	XBB.1.9.2	2023-04-02	2
Germany	XBB.1.9.2	2023-04-02	3
Israel	XBB.1.9.2	2023-04-02	5
South Korea	XBB.1.9.2	2023-04-02	6
Spain	XBB.1.9.2	2023-04-02	5
USA	XBB.1.9.2	2023-04-02	9
United Kingdom	XBB.1.9.2	2023-04-02	7
Australia	XBB.1.9.2	2023-04-03	6
Canada	XBB.1.9.2	2023-04-03	2
China	XBB.1.9.2	2023-04-03	1
France	XBB.1.9.2	2023-04-03	55
Germany	XBB.1.9.2	2023-04-03	14
Israel	XBB.1.9.2	2023-04-03	4
Japan	XBB.1.9.2	2023-04-03	8
Spain	XBB.1.9.2	2023-04-03	5
USA	XBB.1.9.2	2023-04-03	12
United Kingdom	XBB.1.9.2	2023-04-03	6
Australia	XBB.1.9.2	2023-04-04	4
Canada	XBB.1.9.2	2023-04-04	1
China	XBB.1.9.2	2023-04-04	2
France	XBB.1.9.2	2023-04-04	4
Germany	XBB.1.9.2	2023-04-04	5
Israel	XBB.1.9.2	2023-04-04	1
Japan	XBB.1.9.2	2023-04-04	4
South Korea	XBB.1.9.2	2023-04-04	14
Spain	XBB.1.9.2	2023-04-04	9
USA	XBB.1.9.2	2023-04-04	17
United Kingdom	XBB.1.9.2	2023-04-04	10
Australia	XBB.1.9.2	2023-04-05	13
Brazil	XBB.1.9.2	2023-04-05	1
Canada	XBB.1.9.2	2023-04-05	2
China	XBB.1.9.2	2023-04-05	2
France	XBB.1.9.2	2023-04-05	5
Germany	XBB.1.9.2	2023-04-05	3
Israel	XBB.1.9.2	2023-04-05	3
Japan	XBB.1.9.2	2023-04-05	7
South Korea	XBB.1.9.2	2023-04-05	6
Spain	XBB.1.9.2	2023-04-05	4
USA	XBB.1.9.2	2023-04-05	11
United Kingdom	XBB.1.9.2	2023-04-05	7
Australia	XBB.1.9.2	2023-04-06	2
Canada	XBB.1.9.2	2023-04-06	1
China	XBB.1.9.2	2023-04-06	1
France	XBB.1.9.2	2023-04-06	6
Germany	XBB.1.9.2	2023-04-06	9
Israel	XBB.1.9.2	2023-04-06	1
Japan	XBB.1.9.2	2023-04-06	9
South Korea	XBB.1.9.2	2023-04-06	1
Spain	XBB.1.9.2	2023-04-06	3
USA	XBB.1.9.2	2023-04-06	17
United Kingdom	XBB.1.9.2	2023-04-06	7
Australia	XBB.1.9.2	2023-04-07	1
Canada	XBB.1.9.2	2023-04-07	3
China	XBB.1.9.2	2023-04-07	2
France	XBB.1.9.2	2023-04-07	6
Germany	XBB.1.9.2	2023-04-07	1
Israel	XBB.1.9.2	2023-04-07	3
Japan	XBB.1.9.2	2023-04-07	2
South Korea	XBB.1.9.2	2023-04-07	2
Spain	XBB.1.9.2	2023-04-07	9
USA	XBB.1.9.2	2023-04-07	9
United Kingdom	XBB.1.9.2	2023-04-07	5
Australia	XBB.1.9.2	2023-04-08	2
Canada	XBB.1.9.2	2023-04-08	2
China	XBB.1.9.2	2023-04-08	2
France	XBB.1.9.2	2023-04-08	2
Israel	XBB.1.9.2	2023-04-08	1
Japan	XBB.1.9.2	2023-04-08	5
South Korea	XBB.1.9.2	2023-04-08	11
Spain	XBB.1.9.2	2023-04-08	2
USA	XBB.1.9.2	2023-04-08	6
United Kingdom	XBB.1.9.2	2023-04-08	7
Australia	XBB.1.9.2	2023-04-09	3
Canada	XBB.1.9.2	2023-04-09	4
China	XBB.1.9.2	2023-04-09	4
Israel	XBB.1.9.2	2023-04-09	2
Japan	XBB.1.9.2	2023-04-09	1
South Korea	XBB.1.9.2	2023-04-09	12
Spain	XBB.1.9.2	2023-04-09	3
USA	XBB.1.9.2	2023-04-09	7
United Kingdom	XBB.1.9.2	2023-04-09	7
Australia	XBB.1.9.2	2023-04-10	9
Canada	XBB.1.9.2	2023-04-10	6
France	XBB.1.9.2	2023-04-10	6
Israel	XBB.1.9.2	2023-04-10	7
Japan	XBB.1.9.2	2023-04-10	5
Spain	XBB.1.9.2	2023-04-10	9
USA	XBB.1.9.2	2023-04-10	27
United Kingdom	XBB.1.9.2	2023-04-10	9
Australia	XBB.1.9.2	2023-04-11	12
Canada	XBB.1.9.2	2023-04-11	1
China	XBB.1.9.2	2023-04-11	3
France	XBB.1.9.2	2023-04-11	64
Germany	XBB.1.9.2	2023-04-11	5
Israel	XBB.1.9.2	2023-04-11	1
Japan	XBB.1.9.2	2023-04-11	6
South Korea	XBB.1.9.2	2023-04-11	7
Spain	XBB.1.9.2	2023-04-11	7
USA	XBB.1.9.2	2023-04-11	26
United Kingdom	XBB.1.9.2	2023-04-11	14
Australia	XBB.1.9.2	2023-04-12	15
Canada	XBB.1.9.2	2023-04-12	3
China	XBB.1.9.2	2023-04-12	1
France	XBB.1.9.2	2023-04-12	7
Germany	XBB.1.9.2	2023-04-12	5
Israel	XBB.1.9.2	2023-04-12	1
Japan	XBB.1.9.2	2023-04-12	7
South Korea	XBB.1.9.2	2023-04-12	8
Spain	XBB.1.9.2	2023-04-12	6
USA	XBB.1.9.2	2023-04-12	25
United Kingdom	XBB.1.9.2	2023-04-12	11
